ID,ID_comu,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,prov_residencia_persona_en_situacion_violencia,pais_nacimiento_persona_en_situacion_de_violencia,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora
257544,2022015409,Mujer,31,1,ARG,Ex pareja,Varon
257545,2022015410,Mujer,21,1,,Pareja,Varon
257546,2022015411,Mujer,29,1,,Pareja,Varon
257547,2022015412,Mujer,30,1,COL,Ex pareja,Varon
257548,2022015413,Mujer,22,1,,Padre o tutor,Varon
257549,2022015414,Mujer,32,1,,Ex pareja,Varon
257550,2022015415,Mujer,45,1,ARG,Ex pareja,Varon
257551,2022015416,Mujer,,1,ARG,Ex pareja,Varon
257552,2022015417,Mujer,32,1,ARG,Ex pareja,Varon
257553,2022015418,Mujer,39,24,ARG,Ex pareja,Varon
257554,2022015419,Mujer,,1,,,
257555,2022015420,Mujer,31,1,ARG,Ex pareja,Varon
257556,2022015421,Mujer,,14,ARG,,
257557,2022015422,Mujer,26,1,ARG,,
257558,2022015423,Mujer,24,1,ARG,Ex pareja,Varon
257559,2022015424,Mujer,40,1,PRY,Ex pareja,
257560,2022015425,Mujer,38,14,ARG,Ex pareja,
257561,2022015426,Mujer,26,21,PER,Pareja,Varon
257562,2022015427,Mujer,23,4,ARG,,
257563,2022015428,Mujer,,18,ARG,,
257564,2022015429,Mujer,47,1,ARG,Ex pareja,Varon
257565,2022015430,Mujer,37,18,ARG,Ex pareja,Varon
257566,2022015431,Mujer,,1,,Otro familiar,
257567,2022015432,Mujer,21,1,ARG,Ex pareja,Varon
257568,2022015433,Mujer,31,13,ARG,Ex pareja,Varon
257569,2022015434,Mujer,6,1,,Padre o tutor,Varon
257570,2022015435,Mujer,24,24,ARG,Ex pareja,Varon
257571,2022015436,Mujer,38,1,,Ex pareja,Varon
257572,2022015437,Mujer,22,1,ARG,Ex pareja,Varon
257573,2022015438,Mujer,32,17,ARG,,Varon
257574,2022015439,Mujer,24,13,ARG,Ex pareja,
257575,2022015440,Mujer,24,18,ARG,,Varon
257576,2022015441,Mujer,28,6,ARG,Pareja,Varon
257577,2022015442,Varon,38,13,,Pareja,Varon
257578,2022015443,Mujer,18,19,ARG,Ex pareja,Varon
257579,2022015444,Mujer,,17,,,
257580,2022015445,Mujer,34,21,ARG,Pareja,Varon
257581,2022015446,Mujer,71,14,,,
257582,2022015447,Mujer,31,21,,Ex pareja,Varon
257583,2022015448,Mujer,34,1,ARG,Pareja,Varon
257584,2022015449,Mujer,52,21,ARG,Ex pareja,Varon
257585,2022015450,Mujer,33,24,ARG,Ex pareja,Varon
257586,2022015451,Mujer,31,1,ARG,Pareja,Varon
257587,2022015452,Mujer,45,2,ARG,Otro,Varon
257588,2022015453,Mujer,51,2,ARG,Otro,Varon
257589,2022015454,Mujer,36,2,ARG,Otro,Varon
257590,2022015455,Mujer,,2,ARG,Ex pareja,
257591,2022015456,Mujer,32,2,BOL,Pareja,Varon
257592,2022015457,Mujer,,,,Ex pareja,Varon
257593,2022015458,Mujer,27,1,,Ex pareja,Varon
257594,2022015459,Mujer,21,2,,Ex pareja,Varon
257595,2022015460,Mujer,33,,ARG,Ex pareja,Varon
257596,2022015461,Mujer,65,2,ARG,Otro familiar,
257597,2022015462,,50,2,PRY,Pareja,Varon
257598,2022015463,Mujer,41,2,ARG,Pareja,Varon
257599,2022015464,Mujer,12,2,,Otro,Varon
257600,2022015465,Mujer,15,2,,Madre o tutor,Mujer
257601,2022015466,Mujer,,,,Otro,Varon
257602,2022015467,Mujer,34,1,ARG,Otro,Varon
257603,2022015468,Mujer,24,2,BRA,Ex pareja,Varon
257604,2022015469,,37,2,,Pareja,
257605,2022015470,Mujer,33,2,ARG,Otro,Varon
257606,2022015471,Mujer,47,2,,Pareja,Varon
257607,2022015472,Mujer,30,2,,Ex pareja,Varon
257608,2022015473,,31,2,PRY,Ex pareja,
257609,2022015474,,29,2,ARG,Pareja,Varon
257610,2022015475,Mujer,,1,,Otro familiar,Varon
257611,2022015476,Mujer,33,1,ARG,Ex pareja,Varon
257612,2022015477,Mujer,34,1,,Ex pareja,Varon
257613,2022015478,Mujer,,1,,Ex pareja,Varon
257614,2022015479,Mujer,,1,,Ex pareja,Varon
257615,2022015480,Mujer,37,1,ARG,Ex pareja,Varon
257616,2022015481,Mujer,49,1,ARG,Otro,Varon
257617,2022015482,Mujer,58,1,,Ex pareja,Varon
257618,2022015483,Mujer,26,1,,Ex pareja,Varon
257619,2022015484,Mujer,32,1,PRY,Ex pareja,Varon
257620,2022015485,Mujer,20,1,ARG,Otro,Varon
257621,2022015486,Mujer,33,1,PER,Pareja,Varon
257622,2022015487,Mujer,,1,ARG,Pareja,Varon
257623,2022015488,Mujer,21,1,,Ex pareja,Varon
257624,2022015489,Mujer,,1,,Pareja,Varon
257625,2022015490,Mujer,47,1,ARG,Ex pareja,Varon
257626,2022015491,Mujer,42,15,ARG,Ex pareja,Varon
257627,2022015492,Mujer,42,1,ARG,Ex pareja,Varon
257628,2022015493,Mujer,,14,,,
257629,2022015494,Mujer,27,1,ARG,Ex pareja,Varon
257630,2022015495,Mujer,,1,,Pareja,
257631,2022015496,Mujer,19,18,,Ex pareja,Varon
257632,2022015497,Mujer,25,1,ARG,Pareja,Varon
257633,2022015498,Mujer,30,14,ARG,Pareja,Varon
257634,2022015499,Mujer,22,13,ARG,Ex pareja,Varon
257635,2022015500,Mujer,42,21,ARG,Pareja,Varon
257636,2022015501,Mujer,40,1,,,
257637,2022015502,Mujer,36,20,ARG,Ex pareja,Varon
257638,2022015503,Mujer,22,1,,Padre o tutor,
257639,2022015504,Mujer,,3,ARG,,
257640,2022015505,Mujer,27,6,ARG,Pareja,Varon
257641,2022015506,Mujer,26,6,ARG,Pareja,Varon
257642,2022015507,Mujer,55,8,ARG,Ex pareja,Varon
257643,2022015508,Mujer,31,1,,Otro,Varon
257644,2022015509,Mujer,27,24,,Pareja,Varon
257645,2022015510,Mujer,,6,ARG,Ex pareja,
257646,2022015511,Mujer,,1,,Ex pareja,
257647,2022015512,Mujer,40,14,ARG,Ex pareja,Varon
257648,2022015513,Mujer,46,18,ARG,Pareja,Varon
257649,2022015514,Mujer,43,1,,Pareja,Varon
257650,2022015515,Mujer,30,19,ARG,Ex pareja,Varon
257651,2022015516,Mujer,27,12,ARG,Pareja,Varon
257652,2022015517,Mujer,33,1,ARG,Ex pareja,Varon
257653,2022015518,Mujer,49,2,,Ex pareja,
257654,2022015519,Mujer,70,2,,Pareja,Varon
257655,2022015520,Mujer,37,2,ARG,Ex pareja,Varon
257656,2022015521,Mujer,42,2,,Otro,
257657,2022015522,Mujer,,2,,Pareja,Varon
257658,2022015523,,,2,,,
257659,2022015524,,31,2,ARG,,
257660,2022015525,Mujer,28,2,ARG,Pareja,Varon
257661,2022015526,Mujer,,1,,,
257662,2022015527,Mujer,70,2,,Otro familiar,Varon
257663,2022015528,Mujer,49,2,PER,Pareja,Varon
257664,2022015529,Mujer,30,1,,Ex pareja,Varon
257665,2022015530,Mujer,74,1,ARG,Otro familiar,Varon
257666,2022015531,Mujer,48,1,ARG,Pareja,Varon
257667,2022015532,Mujer,57,1,,Ex pareja,Varon
257668,2022015533,Mujer,,1,,Pareja,Varon
257669,2022015534,Mujer,20,1,,Ex pareja,Varon
257670,2022015535,Mujer,37,1,ARG,Ex pareja,Varon
257671,2022015536,Mujer,33,1,,Pareja,Varon
257672,2022015537,Mujer,50,1,ARG,Pareja,Varon
257673,2022015538,Mujer,46,1,VEN,Pareja,Varon
257674,2022015539,Mujer,32,1,,Pareja,Varon
257675,2022015540,Mujer,,1,,Ex pareja,Varon
257676,2022015541,Mujer,64,1,,Ex pareja,Varon
257677,2022015542,Mujer,20,1,ARG,Pareja,Varon
257678,2022015543,Mujer,52,1,ARG,Ex pareja,Varon
257679,2022015544,Mujer,,1,ARG,Pareja,Varon
257680,2022015545,Mujer,32,1,ARG,Pareja,Varon
257681,2022015546,Mujer,44,1,ARG,Pareja,Varon
257682,2022015547,Mujer,37,1,PRY,Pareja,Varon
257683,2022015548,Mujer,31,24,ARG,Ex pareja,Varon
257684,2022015549,Mujer,,4,PER,Ex pareja,Varon
257685,2022015550,Mujer,,1,ARG,Ex pareja,Varon
257686,2022015551,Mujer,23,13,ARG,Pareja,Varon
257687,2022015552,Mujer,24,21,ARG,Pareja,Varon
257688,2022015553,Mujer,27,13,ARG,Ex pareja,Varon
257689,2022015554,Mujer,32,1,ARG,Otro,Varon
257690,2022015555,Mujer,18,21,ARG,Otro familiar,Varon
257691,2022015556,Mujer,34,1,ARG,Pareja,Varon
257692,2022015557,Mujer,18,24,ARG,Ex pareja,Varon
257693,2022015558,Mujer,25,24,ARG,Ex pareja,Varon
257694,2022015559,Mujer,25,19,ARG,Ex pareja,Varon
257695,2022015560,Mujer,40,1,ARG,Ex pareja,Varon
257696,2022015561,Mujer,18,1,ARG,Ex pareja,Varon
257697,2022015562,Mujer,39,17,ARG,Ex pareja,Varon
257698,2022015563,Mujer,,1,ARG,Ex pareja,Varon
257699,2022015564,Mujer,30,18,ARG,Ex pareja,Varon
257700,2022015565,Mujer,45,21,ARG,Pareja,Varon
257701,2022015566,Mujer,22,21,ARG,Pareja,Varon
257702,2022015567,Mujer,49,21,ARG,Pareja,Varon
257703,2022015568,Mujer,29,6,ARG,Ex pareja,Varon
257704,2022015569,Mujer,59,1,ARG,Ex pareja,Varon
257705,2022015570,Mujer,30,1,ARG,Ex pareja,Varon
257706,2022015571,Mujer,68,21,ARG,Otro,Varon
257707,2022015572,Mujer,12,1,ARG,Otro,
257708,2022015573,Mujer,17,1,,Padre o tutor,Varon
257709,2022015574,Mujer,36,17,ARG,Ex pareja,Varon
257710,2022015575,Mujer,23,4,ARG,Ex pareja,Varon
257711,2022015576,Mujer,25,1,ARG,Ex pareja,Varon
257712,2022015577,Mujer,20,2,ARG,Ex pareja,Varon
257713,2022015578,Mujer,26,22,ARG,Ex pareja,Varon
257714,2022015579,Mujer,19,21,ARG,Ex pareja,Varon
257715,2022015580,Mujer,34,24,ARG,Ex pareja,Varon
257716,2022015581,Mujer,35,21,ARG,Ex pareja,Varon
257717,2022015582,Mujer,32,13,ARG,Ex pareja,Varon
257718,2022015583,Mujer,39,1,ARG,Pareja,Varon
257719,2022015584,Mujer,23,6,ARG,Pareja,Varon
257720,2022015585,Mujer,17,1,,Otro,Varon
257721,2022015586,Mujer,28,1,ARG,Superior jerarquico,Varon
257722,2022015587,Mujer,18,2,ARG,Ex pareja,Varon
257723,2022015588,,,2,,,
257724,2022015589,Mujer,,2,,Otro,Varon
257725,2022015590,Mujer,23,2,,Pareja,Varon
257726,2022015591,Mujer,,2,,Pareja,Varon
257727,2022015592,Mujer,29,2,ARG,Ex pareja,Varon
257728,2022015593,Mujer,,2,,Ex pareja,Varon
257729,2022015594,Mujer,,2,,Otro,Varon
257730,2022015595,Mujer,43,2,ARG,Ex pareja,Varon
257731,2022015596,Mujer,35,1,,Ex pareja,Varon
257732,2022015597,Mujer,32,1,ARG,Pareja,Varon
257733,2022015598,Mujer,29,1,ARG,Ex pareja,Varon
257734,2022015599,Mujer,52,1,ARG,Pareja,Varon
257735,2022015600,Mujer,25,1,ARG,Pareja,Varon
257736,2022015601,Mujer,33,1,ARG,Ex pareja,Varon
257737,2022015602,Mujer,,1,ARG,Pareja,Varon
257738,2022015603,Mujer,34,1,ARG,Pareja,Varon
257739,2022015604,Mujer,29,24,ARG,Ex pareja,Varon
257740,2022015605,Mujer,29,1,ARG,Ex pareja,
257741,2022015606,Mujer,38,10,ARG,Ex pareja,Varon
257742,2022015607,Mujer,,1,,Pareja,Varon
257743,2022015608,Mujer,37,7,ARG,Pareja,Varon
257744,2022015609,Mujer,31,1,ARG,Pareja,Varon
257745,2022015610,Mujer,,1,ARG,Ex pareja,Varon
257746,2022015611,Mujer,38,10,ARG,Pareja,Varon
257747,2022015612,Mujer,42,5,DOM,Pareja,Varon
257748,2022015613,Mujer,48,21,ARG,Ex pareja,Varon
257749,2022015614,Mujer,32,13,ARG,Pareja,
257750,2022015615,Mujer,44,1,ARG,Ex pareja,Varon
257751,2022015616,Mujer,,1,ARG,Ex pareja,Varon
257752,2022015617,Mujer,42,1,ARG,Otro,Varon
257753,2022015618,Mujer,27,24,ARG,Ex pareja,Varon
257754,2022015619,Mujer,46,1,ARG,Otro familiar,Varon
257755,2022015620,Mujer,35,1,ARG,Pareja,Varon
257756,2022015621,Mujer,25,1,ARG,Pareja,Varon
257757,2022015622,Mujer,28,1,ARG,Pareja,Varon
257758,2022015623,Mujer,33,1,ARG,Ex pareja,Varon
257759,2022015624,Mujer,21,24,ARG,Ex pareja,Varon
257760,2022015625,Transgenero,21,10,ARG,Padre o tutor,Varon
257761,2022015626,Mujer,,2,ARG,Ex pareja,Varon
257762,2022015627,Mujer,23,17,ARG,Ex pareja,Varon
257763,2022015628,Mujer,24,1,ARG,Pareja,Varon
257764,2022015629,Mujer,27,21,ARG,Ex pareja,Varon
257765,2022015630,Mujer,42,1,ARG,Pareja,Varon
257766,2022015631,Mujer,25,1,ARG,Ex pareja,Varon
257767,2022015632,Mujer,,1,,Ex pareja,Varon
257768,2022015633,Mujer,,4,,Ex pareja,Varon
257769,2022015634,Mujer,37,1,ARG,Pareja,Varon
257770,2022015635,Mujer,50,1,ARG,Ex pareja,Varon
257771,2022015636,Mujer,32,1,ARG,Ex pareja,Varon
257772,2022015637,Mujer,26,1,ARG,Padre o tutor,Varon
257773,2022015638,Mujer,65,12,ARG,Pareja,Varon
257774,2022015639,Mujer,53,17,ARG,Pareja,Varon
257775,2022015640,Mujer,43,21,ARG,Ex pareja,Varon
257776,2022015641,Mujer,27,8,ARG,Pareja,Varon
257777,2022015642,Mujer,31,13,ARG,Pareja,Varon
257778,2022015643,Mujer,,24,,Pareja,
257779,2022015644,Mujer,59,1,ARG,Pareja,Varon
257780,2022015645,Mujer,41,6,ARG,Ex pareja,Varon
257781,2022015646,Mujer,60,2,ARG,Ex pareja,Varon
257782,2022015647,Mujer,44,2,PRY,Pareja,Varon
257783,2022015648,Mujer,,1,ARG,Ex pareja,Varon
257784,2022015649,Mujer,31,2,PER,Ex pareja,Varon
257785,2022015650,Mujer,31,1,COL,Pareja,Varon
257786,2022015651,,23,2,PRY,Otro,Varon
257787,2022015652,Mujer,17,2,ARG,Otro,Varon
257788,2022015653,Mujer,15,2,,Otro,Varon
257789,2022015654,Mujer,45,2,ARG,Ex pareja,Varon
257790,2022015655,Mujer,44,2,ARG,Pareja,Varon
257791,2022015656,,28,2,,Otro,
257792,2022015657,,33,2,PRY,Pareja,
257793,2022015658,Mujer,,1,,Otro,Varon
257794,2022015659,,35,2,,,
257795,2022015660,Mujer,22,2,ARG,Pareja,Varon
257796,2022015661,Mujer,,1,,Ex pareja,Varon
257797,2022015662,Mujer,,1,,Otro familiar,Varon
257798,2022015663,Mujer,46,1,ARG,Ex pareja,Varon
257799,2022015664,Mujer,58,1,ARG,Pareja,Varon
257800,2022015665,Mujer,21,1,ARG,Ex pareja,Varon
257801,2022015666,Mujer,,1,,Ex pareja,Varon
257802,2022015667,Mujer,45,1,ARG,Pareja,Varon
257803,2022015668,Mujer,38,1,ARG,Pareja,Varon
257804,2022015669,Mujer,20,1,ARG,Ex pareja,Varon
257805,2022015670,Mujer,47,1,,Pareja,Varon
257806,2022015671,Mujer,38,1,ARG,Ex pareja,Varon
257807,2022015672,Mujer,28,1,,Ex pareja,Varon
257808,2022015673,Mujer,23,1,ARG,Otro,Mujer
257809,2022015674,Mujer,,1,ARG,Ex pareja,Mujer
257810,2022015675,Mujer,28,1,,Ex pareja,Varon
257811,2022015676,Mujer,25,1,ARG,Ex pareja,Varon
257812,2022015677,Mujer,72,1,,Pareja,Varon
257813,2022015678,Mujer,39,1,ARG,Ex pareja,Varon
257814,2022015679,Mujer,25,1,ARG,Ex pareja,Varon
257815,2022015680,Mujer,48,1,ARG,Pareja,Varon
257816,2022015681,Mujer,32,1,,Ex pareja,Varon
257817,2022015682,Mujer,47,1,ARG,Ex pareja,Varon
257818,2022015683,Mujer,34,1,ARG,Ex pareja,Varon
257819,2022015684,Mujer,,1,ARG,Otro familiar,Varon
257820,2022015685,Mujer,23,1,ARG,Pareja,Varon
257821,2022015686,Mujer,53,1,ARG,Ex pareja,Varon
257822,2022015687,Mujer,,1,ARG,Otro familiar,Varon
257823,2022015688,Mujer,,1,ARG,Padre o tutor,
257824,2022015689,Mujer,27,1,ARG,Pareja,
257825,2022015690,Mujer,43,21,ARG,Pareja,Varon
257826,2022015691,Mujer,39,1,ARG,Ex pareja,Varon
257827,2022015692,Mujer,32,1,ARG,Ex pareja,Varon
257828,2022015693,Mujer,28,4,ARG,,
257829,2022015694,Mujer,,19,ARG,Ex pareja,Varon
257830,2022015695,Mujer,20,13,ARG,Pareja,Varon
257831,2022015696,Mujer,,24,ARG,,
257832,2022015697,Mujer,46,3,ARG,Ex pareja,
257833,2022015698,Mujer,46,19,ARG,Ex pareja,Varon
257834,2022015699,Mujer,60,2,ARG,Ex pareja,Varon
257835,2022015700,Mujer,63,6,ARG,Ex pareja,Varon
257836,2022015701,Mujer,,1,,Ex pareja,
257837,2022015702,Mujer,,1,,Ex pareja,
257838,2022015703,Mujer,24,19,,Pareja,Varon
257839,2022015704,Mujer,,13,,Ex pareja,
257840,2022015705,Mujer,25,21,,Ex pareja,Varon
257841,2022015706,Mujer,,16,,Pareja,
257842,2022015707,Mujer,44,1,ARG,Ex pareja,Varon
257843,2022015708,Mujer,59,4,ARG,Ex pareja,Varon
257844,2022015709,Mujer,30,1,ARG,Ex pareja,Varon
257845,2022015710,Mujer,30,1,,Ex pareja,Varon
257846,2022015711,Mujer,50,1,,Pareja,Varon
257847,2022015712,Mujer,23,24,ARG,Ex pareja,Varon
257848,2022015713,Mujer,48,21,ARG,Pareja,Varon
257849,2022015714,Mujer,40,6,BOL,Pareja,Varon
257850,2022015715,Mujer,33,21,ARG,Pareja,Varon
257851,2022015716,Mujer,30,1,ARG,Ex pareja,Varon
257852,2022015717,Mujer,20,13,ARG,Pareja,Varon
257853,2022015718,Mujer,42,13,ARG,Ex pareja,Varon
257854,2022015719,Mujer,32,2,BOL,Ex pareja,
257855,2022015720,Mujer,33,2,ARG,Pareja,Varon
257856,2022015721,Mujer,26,2,ARG,Ex pareja,Varon
257857,2022015722,Mujer,,2,PRY,Ex pareja,Varon
257858,2022015723,Mujer,29,2,ARG,Ex pareja,Varon
257859,2022015724,Mujer,35,2,ARG,Pareja,Varon
257860,2022015725,,,2,,Otro,
257861,2022015726,Mujer,25,2,,Ex pareja,Varon
257862,2022015727,Mujer,30,2,PRY,Pareja,Varon
257863,2022015728,,45,2,,Pareja,
257864,2022015729,,,,,Otro,
257865,2022015730,Mujer,83,2,,Otro familiar,Varon
257866,2022015731,Mujer,26,2,,Ex pareja,Varon
257867,2022015732,,,2,BOL,Ex pareja,
257868,2022015733,Mujer,41,2,ARG,Ex pareja,Varon
257869,2022015734,Mujer,52,,ARG,Ex pareja,Varon
257870,2022015735,Mujer,28,2,,Ex pareja,Varon
257871,2022015736,Mujer,45,1,,Ex pareja,Varon
257872,2022015737,Mujer,28,1,ARG,Ex pareja,Varon
257873,2022015738,Mujer,20,1,ARG,Ex pareja,Varon
257874,2022015739,Mujer,46,1,DOM,Ex pareja,Varon
257875,2022015740,Mujer,45,1,ARG,Pareja,Varon
257876,2022015741,Mujer,,1,ARG,Ex pareja,Varon
257877,2022015742,Mujer,44,1,ARG,Pareja,Varon
257878,2022015743,Mujer,28,1,ARG,Ex pareja,Varon
257879,2022015744,Mujer,24,1,ARG,Ex pareja,Varon
257880,2022015745,Mujer,35,1,,Ex pareja,Varon
257881,2022015746,Mujer,49,1,,Ex pareja,Varon
257882,2022015747,Mujer,32,1,,Ex pareja,Varon
257883,2022015748,Mujer,34,1,ARG,Ex pareja,Varon
257884,2022015749,Mujer,23,1,ARG,Pareja,Varon
257885,2022015750,Mujer,,1,ARG,Ex pareja,Varon
257886,2022015751,Mujer,,1,ARG,Otro familiar,Varon
257887,2022015752,Mujer,18,1,ARG,Ex pareja,Varon
257888,2022015753,Mujer,29,17,ARG,Ex pareja,Varon
257889,2022015754,Mujer,,1,,Pareja,
257890,2022015755,Mujer,,1,,Pareja,
257891,2022015756,Mujer,29,21,ARG,Pareja,Varon
257892,2022015757,Mujer,,1,,Pareja,Varon
257893,2022015758,Mujer,50,15,PER,Otro,Varon
257894,2022015759,Mujer,,1,ARG,Pareja,Varon
257895,2022015760,Mujer,57,1,ARG,Ex pareja,Varon
257896,2022015761,Mujer,36,2,PER,Ex pareja,Varon
257897,2022015762,Mujer,31,24,ARG,Ex pareja,Varon
257898,2022015763,Mujer,48,19,ARG,Ex pareja,
257899,2022015764,Mujer,,5,,Ex pareja,Varon
257900,2022015765,Mujer,26,19,ARG,Otro,Varon
257901,2022015766,Mujer,39,15,,Ex pareja,Varon
257902,2022015767,Mujer,,1,,Ex pareja,Varon
257903,2022015768,Mujer,27,1,ARG,Ex pareja,Varon
257904,2022015769,Mujer,52,11,,Pareja,Varon
257905,2022015770,Mujer,41,1,,Ex pareja,Varon
257906,2022015771,Mujer,,1,ARG,Ex pareja,Varon
257907,2022015772,Mujer,49,13,ARG,Ex pareja,Varon
257908,2022015773,Mujer,,13,,Ex pareja,Varon
257909,2022015774,Mujer,60,21,ARG,Pareja,Varon
257910,2022015775,Mujer,44,15,ARG,Ex pareja,Varon
257911,2022015776,Mujer,26,1,,Pareja,Varon
257912,2022015777,Mujer,,13,ARG,Superior jerarquico,Varon
257913,2022015778,Mujer,46,1,,Pareja,Varon
257914,2022015779,Mujer,33,15,,Ex pareja,Varon
257915,2022015780,Mujer,,1,,Ex pareja,
257916,2022015781,Mujer,29,10,ARG,Otro,Varon
257917,2022015782,Mujer,15,21,ARG,Otro,Varon
257918,2022015783,Mujer,33,1,PRY,Ex pareja,Varon
257919,2022015784,Mujer,40,1,ARG,Ex pareja,Varon
257920,2022015785,Mujer,31,1,BRA,Pareja,Varon
257921,2022015786,Mujer,24,14,ARG,Pareja,Varon
257922,2022015787,Mujer,,1,ARG,Ex pareja,Varon
257923,2022015788,Mujer,57,2,,Ex pareja,Varon
257924,2022015789,Mujer,28,2,ARG,Ex pareja,Varon
257925,2022015790,,60,1,ARG,Otro,Varon
257926,2022015791,Mujer,23,2,PRY,Ex pareja,Varon
257927,2022015792,Mujer,57,2,ARG,Otro familiar,Varon
257928,2022015793,Mujer,63,2,ARG,Padre o tutor,Varon
257929,2022015794,Mujer,30,2,ARG,Pareja,Varon
257930,2022015795,Mujer,28,2,ARG,Pareja,Varon
257931,2022015796,Mujer,27,2,PRY,Otro,Varon
257932,2022015797,Mujer,48,1,ARG,Pareja,Varon
257933,2022015798,Mujer,31,2,VEN,Pareja,
257934,2022015799,Mujer,,2,,Otro,
257935,2022015800,Mujer,32,2,ARG,Ex pareja,Varon
257936,2022015801,Mujer,53,2,,Pareja,Varon
257937,2022015802,Mujer,39,2,,Ex pareja,Varon
257938,2022015803,Mujer,31,,,Otro,Varon
257939,2022015804,,33,2,,Otro,
257940,2022015805,Mujer,,2,,Otro familiar,
257941,2022015806,Mujer,,,,Ex pareja,Varon
257942,2022015807,,36,2,,Otro,
257943,2022015808,Mujer,43,2,,Ex pareja,Varon
257944,2022015809,,,1,ARG,Ex pareja,
257945,2022015810,Mujer,28,1,,Pareja,Varon
257946,2022015811,Mujer,29,1,ARG,Pareja,Varon
257947,2022015812,Mujer,,1,,Ex pareja,Varon
257948,2022015813,Mujer,42,1,ARG,Ex pareja,Varon
257949,2022015814,Mujer,34,1,ARG,Ex pareja,Varon
257950,2022015815,Mujer,33,1,ARG,Pareja,Varon
257951,2022015816,Mujer,18,1,ARG,Ex pareja,Varon
257952,2022015817,Mujer,34,1,ARG,Ex pareja,Varon
257953,2022015818,Mujer,23,1,ARG,Pareja,Varon
257954,2022015819,Mujer,41,1,ARG,Ex pareja,Varon
257955,2022015820,Mujer,23,1,,Ex pareja,Varon
257956,2022015821,Mujer,25,1,ARG,Pareja,Varon
257957,2022015822,Mujer,22,1,ARG,Ex pareja,Varon
257958,2022015823,Mujer,,1,,Otro familiar,Varon
257959,2022015824,Mujer,37,1,ARG,Pareja,Varon
257960,2022015825,Mujer,43,1,ARG,Ex pareja,Varon
257961,2022015826,Mujer,,11,ARG,Pareja,Varon
257962,2022015827,Mujer,34,1,PRY,Pareja,Varon
257963,2022015828,Mujer,,1,ARG,Ex pareja,Varon
257964,2022015829,Mujer,22,1,ARG,Pareja,Varon
257965,2022015830,Mujer,32,8,,Ex pareja,Varon
257966,2022015831,Mujer,30,21,ARG,Ex pareja,Varon
257967,2022015832,Mujer,,1,ARG,Pareja,Varon
257968,2022015833,Mujer,,24,,Ex pareja,
257969,2022015834,Mujer,29,12,ARG,Ex pareja,
257970,2022015835,Mujer,22,9,,Pareja,Varon
257971,2022015836,Mujer,18,6,,Pareja,Varon
257972,2022015837,Mujer,19,1,ARG,Otro familiar,Varon
257973,2022015838,Mujer,24,1,ARG,Pareja,Mujer
257974,2022015839,Mujer,27,1,ARG,Ex pareja,
257975,2022015840,Mujer,30,10,ARG,Pareja,Varon
257976,2022015841,Mujer,40,1,ARG,Ex pareja,Varon
257977,2022015842,Mujer,34,24,,Ex pareja,Varon
257978,2022015843,Mujer,36,10,ARG,Ex pareja,
257979,2022015844,Mujer,27,14,ARG,,
257980,2022015845,Mujer,27,24,,Pareja,Varon
257981,2022015846,Mujer,,24,ARG,Ex pareja,Varon
257982,2022015847,Mujer,26,1,ARG,Ex pareja,Varon
257983,2022015848,Mujer,40,6,,Pareja,Varon
257984,2022015849,Mujer,25,10,ARG,Ex pareja,Varon
257985,2022015850,Mujer,39,1,,Ex pareja,Varon
257986,2022015851,Mujer,38,21,ARG,Pareja,Varon
257987,2022015852,Mujer,37,2,ARG,Pareja,Varon
257988,2022015853,Mujer,36,19,PRY,Ex pareja,Varon
257989,2022015854,Mujer,32,1,,Pareja,Varon
257990,2022015855,Mujer,45,13,ARG,Pareja,Varon
257991,2022015856,Mujer,38,1,ARG,Ex pareja,Varon
257992,2022015857,Mujer,38,2,ARG,Pareja,Varon
257993,2022015858,Mujer,32,1,ARG,Ex pareja,Varon
257994,2022015859,Mujer,47,21,ARG,Otro,Varon
257995,2022015860,Mujer,32,1,ARG,Pareja,
257996,2022015861,Mujer,22,1,ARG,Ex pareja,Varon
257997,2022015862,Mujer,,7,ARG,,
257998,2022015863,Mujer,31,1,ARG,Ex pareja,Varon
257999,2022015864,Mujer,43,1,COL,Ex pareja,Varon
258000,2022015865,Mujer,40,1,ARG,Pareja,Varon
258001,2022015866,Mujer,41,1,PRY,Pareja,Varon
258002,2022015867,Mujer,29,10,ARG,Ex pareja,Varon
258003,2022015868,Mujer,38,2,ARG,Ex pareja,Varon
258004,2022015869,Mujer,40,2,BOL,Ex pareja,Varon
258005,2022015870,Mujer,57,2,ARG,Pareja,Varon
258006,2022015871,Mujer,,1,ARG,Otro,Varon
258007,2022015872,Mujer,23,2,ARG,Ex pareja,Varon
258008,2022015873,Mujer,51,2,ARG,,Varon
258009,2022015874,Mujer,50,2,ARG,Otro,Varon
258010,2022015875,Mujer,34,2,PRY,Otro,Mujer
258011,2022015876,Mujer,,,,Pareja,Varon
258012,2022015877,Mujer,,2,,Ex pareja,Varon
258013,2022015878,Mujer,24,2,,Pareja,Varon
258014,2022015879,Mujer,,1,,Ex pareja,Varon
258015,2022015880,,,2,,,
258016,2022015881,Mujer,,2,,Ex pareja,
258017,2022015882,Mujer,17,,,Otro,Varon
258018,2022015883,Mujer,52,2,PER,Pareja,Varon
258019,2022015884,Mujer,31,1,ARG,Pareja,Varon
